 +1.0000   +0.0000   +0.0000   +0.0000   +0.2440   -0.2300   -0.2300   -0.2300   +0.0000   -0.0000   -0.0000   -0.0000   +0.0000   -0.0000   -0.0000   -0.0000  
 +0.0000   +1.0000   +0.0000   +0.0000   +0.2348   +0.0260   -0.2158   -0.2158   +0.0000   +0.0000   -0.0000   -0.0000   +0.0000   +0.0000   -0.0000   -0.0000  
 +0.0000   +0.0000   +1.0000   +0.0000   +0.2348   -0.2158   +0.0260   -0.2158   +0.0000   -0.0000   +0.0000   -0.0000   +0.0000   -0.0000   +0.0000   -0.0000  
 +0.0000   +0.0000   +0.0000   +1.0000   +0.2348   -0.2158   -0.2158   +0.0260   +0.0000   -0.0000   -0.0000   +0.0000   +0.0000   -0.0000   -0.0000   +0.0000  
 +0.2440   +0.2348   +0.2348   +0.2348   +1.0000   +0.0000   +0.0000   +0.0000   +0.0000   -0.0000   -0.0000   -0.0000   +0.0000   -0.0000   -0.0000   -0.0000  
 -0.2300   +0.0260   -0.2158   -0.2158   +0.0000   +1.0000   +0.0000   +0.0000   +0.0000   -0.0000   -0.0000   -0.0000   +0.0000   -0.0000   -0.0000   -0.0000  
 -0.2300   -0.2158   +0.0260   -0.2158   +0.0000   +0.0000   +1.0000   +0.0000   +0.0000   -0.0000   -0.0000   -0.0000   +0.0000   -0.0000   -0.0000   -0.0000  
 -0.2300   -0.2158   -0.2158   +0.0260   +0.0000   +0.0000   +0.0000   +1.0000   +0.0000   -0.0000   -0.0000   -0.0000   +0.0000   -0.0000   -0.0000   -0.0000  
 +0.0000   +0.0000   +0.0000   +0.0000   +0.0000   +0.0000   +0.0000   +0.0000   +1.0000   +0.0000   +0.0000   +0.0000   +0.2440   -0.2300   -0.2300   -0.2300  
 -0.0000   +0.0000   -0.0000   -0.0000   -0.0000   -0.0000   -0.0000   -0.0000   +0.0000   +1.0000   +0.0000   +0.0000   +0.2348   +0.0260   -0.2158   -0.2158  
 -0.0000   -0.0000   +0.0000   -0.0000   -0.0000   -0.0000   -0.0000   -0.0000   +0.0000   +0.0000   +1.0000   +0.0000   +0.2348   -0.2158   +0.0260   -0.2158  
 -0.0000   -0.0000   -0.0000   +0.0000   -0.0000   -0.0000   -0.0000   -0.0000   +0.0000   +0.0000   +0.0000   +1.0000   +0.2348   -0.2158   -0.2158   +0.0260  
 +0.0000   +0.0000   +0.0000   +0.0000   +0.0000   +0.0000   +0.0000   +0.0000   +0.2440   +0.2348   +0.2348   +0.2348   +1.0000   +0.0000   +0.0000   +0.0000  
 -0.0000   +0.0000   -0.0000   -0.0000   -0.0000   -0.0000   -0.0000   -0.0000   -0.2300   +0.0260   -0.2158   -0.2158   +0.0000   +1.0000   +0.0000   +0.0000  
 -0.0000   -0.0000   +0.0000   -0.0000   -0.0000   -0.0000   -0.0000   -0.0000   -0.2300   -0.2158   +0.0260   -0.2158   +0.0000   +0.0000   +1.0000   +0.0000  
 -0.0000   -0.0000   -0.0000   +0.0000   -0.0000   -0.0000   -0.0000   -0.0000   -0.2300   -0.2158   -0.2158   +0.0260   +0.0000   +0.0000   +0.0000   +1.0000  
