-20.3150    +0.0000    +0.0000    +0.0000    -9.0139    -9.1291    -5.0248    -0.0122    -0.9718    -0.8951    -1.4797    -0.0021    -0.3743    -0.0155    -0.7566    -0.0007    -0.9718    +0.8339    -1.5150    -0.0007    -9.0139    +8.9162    -5.3936    +0.0024    -1.9767    -0.1392    -0.0475    -0.1392    -1.9767   -12.6349   
 +0.0000   -13.4000    +0.0000    +0.0000    +9.1291    +4.8712    +5.1965    +0.0126    +0.8951    +0.2681    +1.2498    +0.0018    +0.0155    -0.1948    +0.0278    +0.0000    -0.8339    +0.1683    -1.1921    -0.0006    -8.9162    +4.4360    -5.4478    +0.0024    +2.5763    +0.1521    +0.0018    -0.1446    -2.5681    -0.2215   
 +0.0000    +0.0000   -13.4000    +0.0000    +5.0248    +5.1965    -1.7095    +0.0069    +1.4797    +1.2498    +1.5781    +0.0029    +0.7566    +0.0278    +1.1660    +0.0013    +1.5150    -1.1921    +1.6780    +0.0010    +5.3936    -5.4478    -1.2743    -0.0015    +0.1461    +0.1797    +0.0861    +0.1858    +0.2512   -10.8375   
 +0.0000    +0.0000    +0.0000   -13.4000    +0.0122    +0.0126    +0.0069    -4.5698    +0.0021    +0.0018    +0.0029    -0.4879    +0.0007    +0.0000    +0.0013    -0.1954    +0.0007    -0.0006    +0.0010    -0.4879    -0.0024    +0.0024    -0.0015    -4.5698    +0.0023    +0.0003    +0.0001    +0.0001    -0.0019    -0.0102   
 -9.0139    +9.1291    +5.0248    +0.0122   -20.3150    +0.0000    +0.0000    +0.0000    -9.0139    -0.2129   -10.4184    -0.0098    -0.9718    +0.8339    -1.5150    -0.0007    -0.3743    +0.6475    -0.3917    +0.0002    -0.9718    +1.7290    -0.0353    +0.0014   -12.8140    -1.9767    -0.1392    -0.0475    -0.1392    -1.9447   
 -9.1291    +4.8712    +5.1965    +0.0126    +0.0000   -13.4000    +0.0000    +0.0000    +0.2129    -4.5646    +0.2513    +0.0002    -0.8339    +0.1683    -1.1921    -0.0006    -0.6475    +0.8017    -0.6032    +0.0003    -1.7290    +2.3330    -0.0576    +0.0023    +9.3492    +1.1616    -0.0796    -0.0737    -0.2332    -1.4751   
 -5.0248    +5.1965    -1.7095    +0.0069    +0.0000    +0.0000   -13.4000    +0.0000   +10.4184    +0.2513    +7.7263    +0.0116    +1.5150    -1.1921    +1.6780    +0.0010    +0.3917    -0.6032    +0.1695    -0.0002    +0.0353    -0.0576    -0.4867    -0.0000    -5.6555    +2.3041    +0.2215    +0.0446    -0.0323    -2.0729   
 -0.0122    +0.0126    +0.0069    -4.5698    +0.0000    +0.0000    +0.0000   -13.4000    +0.0098    +0.0002    +0.0116    -4.5698    +0.0007    -0.0006    +0.0010    -0.4879    -0.0002    +0.0003    -0.0002    -0.1954    -0.0014    +0.0023    -0.0000    -0.4879    +0.0025    +0.0031    +0.0001    -0.0000    -0.0002    -0.0031   
 -0.9718    +0.8951    +1.4797    +0.0021    -9.0139    +0.2129   +10.4184    +0.0098   -20.3150    +0.0000    +0.0000    +0.0000    -9.0139    +8.9162    -5.3936    +0.0024    -0.9718    +1.7290    -0.0353    +0.0014    -0.3743    +0.6630    +0.3649    +0.0009    -1.9767   -12.8140    -1.9767    -0.1392    -0.0475    -0.1363   
 -0.8951    +0.2681    +1.2498    +0.0018    -0.2129    -4.5646    +0.2513    +0.0002    +0.0000   -13.4000    +0.0000    +0.0000    -8.9162    +4.4360    -5.4478    +0.0024    -1.7290    +2.3330    -0.0576    +0.0023    -0.6630    +0.8499    +0.5753    +0.0014    +1.0665    +9.5724    -1.4146    -0.2317    -0.0754    -0.0867   
 -1.4797    +1.2498    +1.5781    +0.0029   -10.4184    +0.2513    +7.7263    +0.0116    +0.0000    +0.0000   -13.4000    +0.0000    +5.3936    -5.4478    -1.2743    -0.0015    +0.0353    -0.0576    -0.4867    -0.0000    -0.3649    +0.5753    +0.1213    +0.0008    -2.3497    +5.2689    +2.1581    +0.0418    -0.0415    -0.2140   
 -0.0021    +0.0018    +0.0029    -0.4879    -0.0098    +0.0002    +0.0116    -4.5698    +0.0000    +0.0000    +0.0000   -13.4000    -0.0024    +0.0024    -0.0015    -4.5698    -0.0014    +0.0023    -0.0000    -0.4879    -0.0009    +0.0014    +0.0008    -0.1954    -0.0013    +0.0128    +0.0008    -0.0002    -0.0001    -0.0003   
 -0.3743    +0.0155    +0.7566    +0.0007    -0.9718    -0.8339    +1.5150    +0.0007    -9.0139    -8.9162    +5.3936    -0.0024   -20.3150    +0.0000    +0.0000    +0.0000    -9.0139    +9.1291    +5.0248    +0.0122    -0.9718    +0.8951    +1.4797    +0.0021    -0.1392    -1.9767   -12.8140    -1.9767    -0.1392    -0.0464   
