-5.000000 0.154761
-4.985000 0.154015
-4.970000 0.153370
-4.955000 0.152822
-4.940000 0.152370
-4.925000 0.152012
-4.910000 0.151747
-4.895000 0.151573
-4.880000 0.151490
-4.865000 0.151497
-4.850000 0.151594
-4.835000 0.151779
-4.820000 0.152054
-4.805000 0.152418
-4.790000 0.152872
-4.775000 0.153416
-4.760000 0.154052
-4.745000 0.154780
-4.730000 0.155602
-4.715000 0.156519
-4.700000 0.157533
-4.685000 0.158646
-4.670000 0.159861
-4.655000 0.161180
-4.640000 0.162607
-4.625000 0.164144
-4.610000 0.165795
-4.595000 0.167564
-4.580000 0.169457
-4.565000 0.171476
-4.550000 0.173629
-4.535000 0.175920
-4.520000 0.178355
-4.505000 0.180943
-4.490000 0.183691
-4.475000 0.186605
-4.460000 0.189697
-4.445000 0.192975
-4.430000 0.196450
-4.415000 0.200134
-4.400000 0.204040
-4.385000 0.208182
-4.370000 0.212575
-4.355000 0.217237
-4.340000 0.222185
-4.325000 0.227441
-4.310000 0.233026
-4.295000 0.238967
-4.280000 0.245290
-4.265000 0.252027
-4.250000 0.259211
-4.235000 0.266880
-4.220000 0.275077
-4.205000 0.283850
-4.190000 0.293250
-4.175000 0.303339
-4.160000 0.314183
-4.145000 0.325860
-4.130000 0.338455
-4.115000 0.352068
-4.100000 0.366812
-4.085000 0.382816
-4.070000 0.400231
-4.055000 0.419229
-4.040000 0.440012
-4.025000 0.462815
-4.010000 0.487916
-3.995000 0.515640
-3.980000 0.546378
-3.965000 0.580594
-3.950000 0.618848
-3.935000 0.661821
-3.920000 0.710345
-3.905000 0.765445
-3.890000 0.828401
-3.875000 0.900822
-3.860000 0.984753
-3.845000 1.082827
-3.830000 1.198479
-3.815000 1.336248
-3.800000 1.502230
-3.785000 1.704749
-3.770000 1.955377
-3.755000 2.270509
-3.740000 2.673860
-3.725000 3.200417
-3.710000 3.902772
-3.695000 4.860929
-3.680000 6.196074
-3.665000 8.083260
-3.650000 10.734015
-3.635000 14.244493
-3.620000 18.103556
-3.605000 20.598700
-3.590000 19.923697
-3.575000 16.697344
-3.560000 13.010481
-3.545000 10.033226
-3.530000 7.929615
-3.515000 6.526125
-3.500000 5.631796
-3.485000 5.111897
-3.470000 4.887755
-3.455000 4.925856
-3.440000 5.231601
-3.425000 5.850368
-3.410000 6.875576
-3.395000 8.459211
-3.380000 10.801096
-3.365000 14.028503
-3.350000 17.766380
-3.335000 20.481432
-3.320000 20.193958
-3.305000 17.084858
-3.290000 13.210015
-3.275000 9.934471
-3.260000 7.523438
-3.245000 5.816872
-3.230000 4.607203
-3.215000 3.735194
-3.200000 3.092875
-3.185000 2.609248
-3.170000 2.237535
-3.155000 1.946463
-3.140000 1.714723
-3.125000 1.527494
-3.110000 1.374262
-3.095000 1.247426
-3.080000 1.141392
-3.065000 1.051981
-3.050000 0.976019
-3.035000 0.911065
-3.020000 0.855218
-3.005000 0.806982
-2.990000 0.765166
-2.975000 0.728813
-2.960000 0.697150
-2.945000 0.669545
-2.930000 0.645479
-2.915000 0.624524
-2.900000 0.606323
-2.885000 0.590581
-2.870000 0.577051
-2.855000 0.565524
-2.840000 0.555828
-2.825000 0.547816
-2.810000 0.541369
-2.795000 0.536386
-2.780000 0.532785
-2.765000 0.530500
-2.750000 0.529479
-2.735000 0.529684
-2.720000 0.531087
-2.705000 0.533672
-2.690000 0.537435
-2.675000 0.542379
-2.660000 0.548520
-2.645000 0.555883
-2.630000 0.564503
-2.615000 0.574427
-2.600000 0.585713
-2.585000 0.598432
-2.570000 0.612668
-2.555000 0.628521
-2.540000 0.646107
-2.525000 0.665562
-2.510000 0.687044
-2.495000 0.710735
-2.480000 0.736847
-2.465000 0.765626
-2.450000 0.797357
-2.435000 0.832375
-2.420000 0.871067
-2.405000 0.913892
-2.390000 0.961387
-2.375000 1.014192
-2.360000 1.073067
-2.345000 1.138923
-2.330000 1.212860
-2.315000 1.296216
-2.300000 1.390630
-2.285000 1.498132
-2.270000 1.621255
-2.255000 1.763201
-2.240000 1.928061
-2.225000 2.121135
-2.210000 2.349384
-2.195000 2.622107
-2.180000 2.951930
-2.165000 3.356337
-2.150000 3.860026
-2.135000 4.498627
-2.120000 5.324591
-2.105000 6.416401
-2.090000 7.892052
-2.075000 9.924485
-2.060000 12.740554
-2.045000 16.528645
-2.030000 21.067072
-2.015000 25.055756
-2.000000 26.523924
-1.985000 25.408627
-1.970000 23.887848
-1.955000 23.802753
-1.940000 25.934956
-1.925000 30.504559
-1.910000 36.933521
-1.895000 42.624218
-1.880000 43.299908
-1.865000 37.875275
-1.850000 30.014273
-1.835000 23.026453
-1.820000 17.849480
-1.805000 14.269551
-1.790000 11.872810
-1.775000 10.333448
-1.760000 9.447575
-1.745000 9.113957
-1.730000 9.317466
-1.715000 10.123985
-1.700000 11.676298
-1.685000 14.143370
-1.670000 17.479328
-1.655000 20.810827
-1.640000 22.124792
-1.625000 20.174376
-1.610000 16.334902
-1.595000 12.554080
-1.580000 9.605202
-1.565000 7.477353
-1.550000 5.962242
-1.535000 4.870145
-1.520000 4.066181
-1.505000 3.460587
-1.490000 2.994265
-1.475000 2.627917
-1.460000 2.334937
-1.445000 2.096941
-1.430000 1.900957
-1.415000 1.737653
-1.400000 1.600182
-1.385000 1.483441
-1.370000 1.383563
-1.355000 1.297577
-1.340000 1.223170
-1.325000 1.158522
-1.310000 1.102184
-1.295000 1.052994
-1.280000 1.010014
-1.265000 0.972478
-1.250000 0.939761
-1.235000 0.911351
-1.220000 0.886827
-1.205000 0.865843
-1.190000 0.848118
-1.175000 0.833425
-1.160000 0.821581
-1.145000 0.812446
-1.130000 0.805918
-1.115000 0.801925
-1.100000 0.800431
-1.085000 0.801427
-1.070000 0.804937
-1.055000 0.811013
-1.040000 0.819743
-1.025000 0.831246
-1.010000 0.845682
-0.995000 0.863252
-0.980000 0.884205
-0.965000 0.908847
-0.950000 0.937550
-0.935000 0.970764
-0.920000 1.009032
-0.905000 1.053014
-0.890000 1.103508
-0.875000 1.161486
-0.860000 1.228140
-0.845000 1.304935
-0.830000 1.393690
-0.815000 1.496680
-0.800000 1.616770
-0.785000 1.757615
-0.770000 1.923923
-0.755000 2.121829
-0.740000 2.359444
-0.725000 2.647642
-0.710000 3.001236
-0.695000 3.440759
-0.680000 3.995205
-0.665000 4.706328
-0.650000 5.635481
-0.635000 6.874539
-0.620000 8.563089
-0.605000 10.913680
-0.590000 14.240519
-0.575000 18.955730
-0.560000 25.386808
-0.545000 33.043140
-0.530000 39.265881
-0.515000 39.920639
-0.500000 34.479458
-0.485000 26.842836
-0.470000 20.139898
-0.455000 15.160943
-0.440000 11.650781
-0.425000 9.189810
-0.410000 7.443690
-0.395000 6.183723
-0.380000 5.259722
-0.365000 4.573407
-0.350000 4.059834
-0.335000 3.675536
-0.320000 3.391130
-0.305000 3.186717
-0.290000 3.049017
-0.275000 2.969597
-0.260000 2.943811
-0.245000 2.970240
-0.230000 3.050527
-0.215000 3.189571
-0.200000 3.396116
-0.185000 3.683855
-0.170000 4.073270
-0.155000 4.594597
-0.140000 5.292588
-0.125000 6.234171
-0.110000 7.520724
-0.095000 9.307223
-0.080000 11.829370
-0.065000 15.429748
-0.050000 20.529343
-0.035000 27.347136
-0.020000 34.958736
-0.005000 40.056438
0.010000 38.892349
0.025000 32.410885
0.040000 24.782780
0.055000 18.475109
0.070000 13.873318
0.085000 10.627918
0.100000 8.331472
0.115000 6.678008
0.130000 5.461408
0.145000 4.546382
0.160000 3.843811
0.175000 3.294102
0.190000 2.856632
0.205000 2.503150
0.220000 2.213614
0.235000 1.973544
0.250000 1.772291
0.265000 1.601903
0.280000 1.456349
0.295000 1.330995
0.310000 1.222236
0.325000 1.127236
0.340000 1.043738
0.355000 0.969930
0.370000 0.904345
0.385000 0.845784
0.400000 0.793258
0.415000 0.745949
0.430000 0.703173
0.445000 0.664355
0.460000 0.629010
0.475000 0.596725
0.490000 0.567147
0.505000 0.539973
0.520000 0.514944
0.535000 0.491831
0.550000 0.470439
0.565000 0.450596
0.580000 0.432152
0.595000 0.414973
0.610000 0.398943
0.625000 0.383958
0.640000 0.369928
0.655000 0.356769
0.670000 0.344409
0.685000 0.332782
0.700000 0.321829
0.715000 0.311499
0.730000 0.301743
0.745000 0.292517
0.760000 0.283784
0.775000 0.275508
0.790000 0.267655
0.805000 0.260198
0.820000 0.253110
0.835000 0.246365
0.850000 0.239941
0.865000 0.233818
0.880000 0.227977
0.895000 0.222401
0.910000 0.217073
0.925000 0.211978
0.940000 0.207104
0.955000 0.202437
0.970000 0.197965
0.985000 0.193678
1.000000 0.189566
1.015000 0.185619
1.030000 0.181829
1.045000 0.178187
1.060000 0.174685
1.075000 0.171318
1.090000 0.168077
1.105000 0.164957
1.120000 0.161952
1.135000 0.159057
1.150000 0.156266
1.165000 0.153575
1.180000 0.150979
1.195000 0.148474
1.210000 0.146056
1.225000 0.143722
1.240000 0.141467
1.255000 0.139288
1.270000 0.137182
1.285000 0.135147
1.300000 0.133179
